trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,Context Relevance (Contextrelevance-Langfuse),mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,Answer Correctness - RAGAS,chrf_score,Groundedness (Faithfulness-RAGAS),Answer Relevance (Relevance-Langfuse)
264f7de01a6d165f,Puis-je être immatriculé dans deux universités en même temps?,Le contexte fourni ne contient pas d'informations permettant de répondre à la question.,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.15,0.38888877996078014,0.42857142857142855,0.0,0.15413281166296272,1.0,0.2
672b6dbef6a9cab9,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,"Non, le contexte fourni ne mentionne pas que le COSEC est rattaché à la VPF (Vice-Présidence Formation) à l'EPFL. Les responsabilités et les tâches du COSEC sont décrites dans les directives concernant la santé et la sécurité au travail (DSST), mais aucune mention n'est faite d'un rattachement spécifique à la VPF.",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.4233435207007392,0.09841269841269841,1.0,0.2303406150032189,1.0,1.0
789d1e007159a9b8,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,"À réussi le master l’étudiant qui a acquis, en sus du bachelor, 60 crédits ECTS, respectivement 90 crédits ECTS pour les sections qui les requièrent conformément à l’annexe I, et réussi le projet de master représentant 30 crédits, conformément à l’ordonnance sur le contrôle des études à l’EPFL et aux règlements d’application.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.15,0.484712950220203,0.8501529051987767,0.0,0.2482215030587547,1.0,1.0
7a96febe2603d35c,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,"Oui, il existe un code d'honneur pour les étudiants en bachelor à l'EPFL. Il est mentionné dans le contexte fourni et peut être consulté en suivant le lien vers la charte éthique de l'EPFL disponible à l'adresse suivante : [https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf](https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf).",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.7934858870685328,0.6600985221674877,0.75,0.4633233791013599,0.25,1.0
9209c10e61030b5a,Quels sont les membres qui composent la Direction de l'EPFL ?,Le contexte fourni ne contient pas d'informations spécifiques sur la composition de la Direction de l'EPFL.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.7213271967251397,0.8504672897196262,0.0,0.3364511509817711,1.0,1.0
9abc270bd77ce02b,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,"Votre titre officiel est ""Bachelor of Science (BSc)"" dans le domaine d'études que vous avez suivi à l'EPFL.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.6092576180967609,0.5071090047393365,0.0,0.16339758482272726,0.0,1.0
a58c9167492abb84,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?","Non, en tant qu'étudiant, vous ne pouvez pas créer un site web pour votre association avec un nom de domaine externe (ex: monlabo.ch) au lieu d'un site epfl.ch. Selon l'article 7 de la directive, les associations étudiantes reconnues par l'EPFL doivent utiliser un nom de sous-domaine correspondant à leur acronyme sous le domaine epfl.ch. Les noms de domaine autres que ""epfl.ch"" sont réservés aux projets spécifiques répondant à des critères stricts (impliquant des participants externes, gérés par une unité de l'Ecole, et largement diffusés en dehors de l'EPFL), ou aux entreprises installées sur le campus. Les associations étudiantes ne sont pas mentionnées comme pouvant utiliser des noms de domaine externes.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.528373422704979,0.2430167597765363,0.95,0.29806840441628457,1.0,1.0
ac019e09e3a1407f,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Non, les emprunts doivent être reconnaissables par une référence à la source, mais il n'est pas précisé que cette référence doit obligatoirement prendre la forme d'une note en bas de page.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.43066819158424285,0.16489361702127658,1.0,0.35009719317337845,1.0,1.0
beaa4be1f02f2619,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""","La durée de la formation à l'EPFL dépend du cycle d'études choisi. Le cycle bachelor s'étend sur deux années d'études, mais peut être prolongé jusqu'à quatre ans après la réussite du cycle propédeutique. Le cycle master dure généralement une année pour 60 crédits ECTS ou une année et demie pour 90 crédits ECTS, avec une durée maximale de deux ou trois ans respectivement. Ainsi, la formation complète (bachelor + master) peut prendre entre trois et sept ans, selon le rythme et les conditions spécifiques de chaque étudiant.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.843082755195348,0.8694214876033057,0.0,0.3062651368505327,1.0,1.0
c09c39de33b7600a,Est-ce qu'un doctorant peut racheter son ordinateur ?,Le contexte fourni ne contient pas d'informations permettant de répondre à la question.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29836015534397964,0.2744479495268139,0.05,0.09534555548808153,1.0,0.3
