trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,Context Relevance (Contextrelevance-Langfuse),mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,Answer Correctness - RAGAS,chrf_score,Groundedness (Faithfulness-RAGAS),Answer Relevance (Relevance-Langfuse)
059386b18b6ccded,Quels sont les membres qui composent la Direction de l'EPFL ?,Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.19912574373475597,0.7802197802197802,0.5,0.14028709805480907,1.0,0.8
0f0432a9df9073f2,Est-ce qu'un doctorant peut racheter son ordinateur ?,Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317157932093537,0.22397476340694006,0.0,0.08537164169173059,1.0,0.5
3a7090e557974a49,Puis-je être immatriculé dans deux universités en même temps?,Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.15,0.3053797832491585,0.3497536945812808,0.0,0.13796710082791808,1.0,0.2
66008927c286c04c,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?",Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977682911290253,0.20056497175141244,0.95,0.0812636754691308,1.0,0.0
a1c27263dff96f85,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Non, les emprunts doivent être reconnaissables via une référence à la source.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.47877818547772055,0.4025974025974026,0.85,0.488835663225089,1.0,0.9
a2be00a421b34362,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.5027082793788344,0.43661971830985913,0.0,0.1299280063367769,1.0,0.3
a35a1befae14547e,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""","""La durée normale et la durée maximale admise d’études pour chaque étape de formation sont fixées dans l'ordonnance sur la formation menant au bachelor et au master de l'Ecole polytechnique fédérale de Lausanne. La durée normale pour le cycle bachelor est de deux années d’études et la durée maximale est de quatre ans. La durée normale pour le cycle master est d’une année, mais ne peut excéder deux ans pour 60 crédits ECTS, et d’une année et demie, mais ne peut excéder trois ans pour 90 crédits ECTS.""",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.7356481499391057,0.8347107438016529,0.0,0.26991988596793826,1.0,1.0
b3bda4fafca0ad41,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,"Oui, il existe un code d'honneur pour les étudiants en bachelor. Vous pouvez le trouver sur le site web de l'EPFL, dans la rubrique déontologie et éthique.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.8173112527040156,0.5783582089552238,0.0,0.2501666132008167,0.0,1.0
b5bfb386413935fc,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,"Non, une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre ou d’un email de décision.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.34820074541365,0.13259668508287292,0.0,0.13286439743116518,0.0,0.4
beec683eb0e965fb,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,Bachelor of Science (BSc),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.4616399499361179,0.11848341232227488,0.0,0.047715403518021324,1.0,1.0
d5316efbc382ca31,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?","Oui, en tant qu’étudiant, vous pouvez créer un site web pour votre association avec un nom de domaine externe. Cependant, si votre projet implique des participants actifs en dehors de l'EPFL, si la gestion du site Web est sous la responsabilité d’une unité de l’Ecole, et si l’adresse du site (URL) est largement diffusée en dehors de l'EPFL, le choix du nom de domaine doit être validé par l’unité MEDIACOM.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.6702617468815892,0.4264705882352941,1.0,0.4571985914274938,0.25,1.0
de2173667c8c4f15,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,6 semaines de vacances par an.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.5764424797728415,0.3333333333333333,1.0,0.66561544174325,1.0,1.0
f1b4ae2dae9c680e,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,Je n'ai pas trouvé d'information pertinente dans les documents fournis.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.15,0.3532528951383448,0.25539568345323743,0.0,0.0968811310825712,1.0,0.0
