trace_id,question,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
51c64f852284216a,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44646490071051126,0.32027649769585254,0.26139152519078984
5a92030d6c0e9d8e,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.7428094596787338,0.6587677725118484,0.41661753838878746
8650444ff08be883,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.264103664202759,0.08882521489971347,0.22685876209137046
909450d5d9426b36,Est-ce qu'un doctorant peut racheter son ordinateur ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702983904424809,0.35962145110410093,0.20579250947057626
950a553b98be682a,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.8047827724165965,0.9402985074626866,0.2981624481275508
a04c8e7f30513eee,Quels sont les membres qui composent la Direction de l'EPFL ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899562861498684,0.9191919191919192,0.351097473663573
d01353478dc2f7ae,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.39561455022535974,0.03225806451612903,0.10059276305052489
d84c8b584b473176,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.4396828147824325,0.1336206896551724,0.25758117731892677
d9a99dd740655a1e,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2,0.7093779586885225,0.5057851239669422,0.21010844032222914
ddc31c84800ace5d,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235885148528675,0.8676470588235294,0.30940700396105775
e21b1d9624ca5ee4,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.35473016781427363,0.15384615384615385,0.14491997659961253
f49e2aeb09894c44,Puis-je être immatriculé dans deux universités en même temps?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311768592986001,0.796078431372549,0.506451043226146
faf09bc348dab998,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.4791040870002181,0.25327510917030566,0.2741314839121424
