trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,Context Relevance (Contextrelevance-Langfuse),mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,Answer Correctness - RAGAS,chrf_score,Groundedness (Faithfulness-RAGAS),Answer Relevance (Relevance-Langfuse)
05e7258e0a339598,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?","Oui, en tant qu'étudiant, vous pouvez créer un site web pour votre association avec un nom de domaine externe (ex: monlabo.ch) au lieu d'un site epfl.ch. Cependant, si votre association est reconnue par l'EPFL, vous devez respecter certaines contraintes concernant l'utilisation du logo EPFL. Selon l'article 2 des dispositions concernant l'utilisation du logo EPFL, les associations reconnues peuvent afficher cette reconnaissance en apposant le logo ad hoc en dessous du leur. Les logos peuvent être téléchargés sur le site des associations. Il n'y a pas de mention explicite dans le contexte fourni concernant des restrictions spécifiques sur le choix du nom de domaine pour les associations d'étudiants reconnues, mais il est important de vérifier si votre association répond aux critères mentionnés dans l'article 7 pour les projets liés à l'EPFL.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.47311356379873404,0.20422535211267606,0.85,0.3120853176314881,0.75,0.9
0e3e7bf2ef8a5a6e,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,"Oui, il existe un code d'honneur pour les étudiants en bachelor à l'EPFL. Il est mentionné dans le contexte fourni, notamment dans les chunks 1, 2 et 3. Pour le consulter, vous pouvez vous référer à la charte éthique de l'EPFL disponible à l'adresse suivante : [https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf](https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf). De plus, le code d'honneur est également détaillé dans le document accessible via le lien suivant : [https://formation.epfl.ch/](https://formation.epfl.ch/).",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.8078680553547035,0.44518272425249167,1.0,0.46168618203277295,0.0,0.95
12ef0601af199acf,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,"Le contexte fourni ne mentionne pas explicitement le droit aux vacances pour les employés de plus de 60 ans. Cependant, selon l'article 17 du Règlement concernant la gestion du temps de travail (RGT) et l'article 51 de l'Ordonnance sur le corps professoral des EPF, les employés ont droit à 5 semaines de vacances par an, sauf pour les moins de 20 ans et les plus de 50 ans, qui ont droit à 6 semaines. Le contexte ne précise pas si ce droit est étendu aux plus de 60 ans. Il est donc recommandé de consulter les ressources humaines de l'EPFL pour obtenir une réponse précise.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.1525883904897367,0.017361111111111112,0.85,0.06553173322795396,0.75,0.9
2f8fb19caf2592fc,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,La réussite du cycle master est la condition pour entamer le projet de master.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.15,0.4485904949965096,0.2805755395683453,1.0,0.10357498959338765,1.0,0.2
44c0d2ef0f9e9135,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,"Le contexte fourni ne mentionne pas explicitement le titre officiel pour une personne ayant obtenu un bachelor à l'EPFL. Il traite principalement des titres académiques octroyés aux collaborateurs scientifiques et des conditions pour les obtenir. Par conséquent, je ne peux pas répondre à votre question en me basant uniquement sur le contexte donné.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.4927528977400609,0.6028571428571429,1.0000000000000003e-15,0.253361063968352,1.0,0.1
56583e1c8636ada8,Est-ce qu'un doctorant peut racheter son ordinateur ?,Le contexte fourni ne contient pas d'informations sur la possibilité pour un doctorant de racheter son ordinateur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032920693850317,0.35962145110410093,0.05714285714285714,0.20579250947057626,1.0,1.0
5740883bd41ec182,Quels sont les membres qui composent la Direction de l'EPFL ?,Le contexte fourni ne contient pas d'informations sur les membres de la Direction de l'EPFL.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.6592858311664054,0.9891304347826086,0.05263157894736842,0.31199111964363946,1.0,1.0
62de0d3955822fde,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Non, les emprunts doivent être reconnaissables par une référence à la source, mais il n'est pas précisé que cette référence doit obligatoirement être une note en bas de page.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.4288123592713441,0.1781609195402299,1.0,0.3667565164353621,1.0,1.0
66e4060f0c560b0a,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,"Non, le contexte fourni ne mentionne pas que le COSEC est rattaché à la VPF (Vice-Présidence Formation) à l'EPFL. Les responsabilités et les qualifications du COSEC sont décrites dans les directives concernant la santé et la sécurité au travail (DSST), mais aucune mention n'est faite d'un rattachement à la VPF.",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.45539837877037914,0.09935897435897435,1.0,0.2316473891999963,1.0,1.0
a8a535e4e85d6d35,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?","Le contexte fourni ne contient pas d'informations spécifiques sur la procédure d'inscription en deuxième année de bachelor (BA2) à l'EPFL. Il traite principalement des conditions d'admission pour les étudiants étrangers et des bourses d'excellence. Pour obtenir des informations sur l'inscription en BA2, il serait nécessaire de consulter les règlements ou les directives spécifiques de l'EPFL concernant la progression académique et les procédures d'inscription.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43659676661886654,0.7645788336933045,0.0,0.31408399861104896,1.0,0.9
d54ee19ce4636fe6,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,"Non, les décisions peuvent être notifiées par le biais d'une lettre ou d’un email de décision.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.34011781919295714,0.2553191489361702,0.0,0.12351505688494227,0.0,1.0
edf1a6bf47c3e34b,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""","Le contexte fourni ne précise pas la durée exacte des formations à l'EPFL. Cependant, il mentionne que les titres de bachelor et de master sont décernés à partir du 1er janvier 2005, ce qui suggère que les formations sont structurées en cycles bachelor et master. En général, un bachelor dure 3 ans et un master 1 à 2 ans, mais cette information n'est pas explicitement indiquée dans les extraits fournis.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.6518130454632358,0.6694214876033058,1.0,0.2373414630655553,0.75,0.8
f1db6d830d4fbd9b,Puis-je être immatriculé dans deux universités en même temps?,"Non, le contexte ne mentionne pas la possibilité d'être immatriculé dans deux universités en même temps.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.1,0.7813313254688995,0.5123152709359606,0.85,0.31547488891718756,1.0,0.7
