trace_id,question,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
0987439f467994f5,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.4432999119361869,0.045454545454545456,0.1625544086778854
211d989ad7263698,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.6765455021441543,0.2393397524071527,0.3733128748621091
31ba6e327e713822,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.2,0.6274487984369475,0.909952606635071,0.2326838717602187
4c2d106f4e173f48,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.5794227936449192,0.4748201438848921,0.1676822738340701
57b78133cfe215ce,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5406350880531057,0.5880398671096345,0.3427577219176289
677992b515a2bc20,Quels sont les membres qui composent la Direction de l'EPFL ?,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111111111111111,0.05,0.5756357283849887,0.3382899628252788,0.29079440212807905
c2507cc2bd66cc2c,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.7706659505135123,0.8731343283582089,0.3098327090901936
c56d112696a7a595,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.452200004424835,0.08659217877094973,0.23189283503444386
c780e71628833bf6,Puis-je être immatriculé dans deux universités en même temps?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.8190971055060714,0.7328519855595668,0.2738323647502012
d5fb3c6846642186,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.2957904659100436,0.14457831325301204,0.1402109997807719
da04bb41e386f805,Est-ce qu'un doctorant peut racheter son ordinateur ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6952820718016599,0.35962145110410093,0.20074447738333004
eb1e5547f68028eb,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.8441100812018034,0.8016528925619835,0.2847597536360493
f979fcb3e98bc81a,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.05,0.40518327284543876,0.1631578947368421,0.3366095576341731
