trace_id,question,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
09e4b7beb5262708,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.8441100812018034,0.8016528925619835,0.2847597536360493
28328dad40149c3e,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5406350880531057,0.5880398671096345,0.3427577219176289
2a2d1c15116ba7ae,Quels sont les membres qui composent la Direction de l'EPFL ?,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.05,0.7241023859940461,0.2161520190023753,0.2809592999741825
2e446c3bd14511d6,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5113020130996802,0.5419103313840156,0.24854982482994692
3b5b12569a99932b,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.2,0.6068655836444999,0.4075829383886256,0.1296680370994981
4166de07cbbcc375,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.05,0.38939543951995914,0.03546099290780142,0.12698443408053434
4e495fbe0d628445,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4822641098189379,0.08611111111111111,0.20893691732644526
872a45ee133df326,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.05,0.4464899702722928,0.1987179487179487,0.3733342401840082
8879037ddcb21268,Puis-je être immatriculé dans deux universités en même temps?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.8190300433442732,0.7328519855595668,0.2738323647502012
9c7884c13c4c16ae,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.4900547979798676,0.16698656429942418,0.29463444791906035
bea879c97cc79402,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.7554674836028132,0.46689895470383275,0.2756636948628098
ee7c41d1b2835671,Est-ce qu'un doctorant peut racheter son ordinateur ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6635139966879879,0.3280757097791798,0.16196727873177333
f11a3d45ae21d520,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.2957904659100436,0.14457831325301204,0.1402109997807719
