filename,nb_pages,no_page,nb_chars,ratio_alnum,ratio_al,ratio_num,nb_articles_match
580bbcfecee341f8a64b0e0f5e11a5c2.txt,1.0,1,290,0.8310344827586207,0.8310344827586207,0.0,0
28ad68802c3d8a57681ed18d8b3528f3.txt,1.0,1,849,0.8080094228504122,0.7820965842167256,0.02591283863368669,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,1,1644,0.7767639902676399,0.7439172749391727,0.032846715328467155,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,2,2352,0.7827380952380952,0.7572278911564626,0.025510204081632654,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,3,1858,0.7852529601722282,0.7604951560818084,0.024757804090419805,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,4,1798,0.7775305895439377,0.7447163515016685,0.03281423804226919,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,5,2210,0.8004524886877828,0.7809954751131222,0.019457013574660634,0
32f5618496692a491d692ff60dd08b33.pdf,6.0,6,120,0.7416666666666667,0.6083333333333333,0.13333333333333333,0
79e7687d661ac8af5d580db419c669cf.pdf,5.0,1,2456,0.8110749185667753,0.7915309446254072,0.019543973941368076,3
79e7687d661ac8af5d580db419c669cf.pdf,5.0,2,3126,0.8195777351247601,0.8055022392834293,0.014075495841330775,3
79e7687d661ac8af5d580db419c669cf.pdf,5.0,3,3072,0.80078125,0.7776692708333334,0.023111979166666668,3
79e7687d661ac8af5d580db419c669cf.pdf,5.0,4,951,0.711882229232387,0.650893796004206,0.060988433228180865,1
79e7687d661ac8af5d580db419c669cf.pdf,5.0,5,654,0.77217125382263,0.7125382262996942,0.05963302752293578,0
4d9ae361d7e9b577b961763a043cbcc6.pdf,1.0,1,2777,0.772776377385668,0.7457688152682751,0.02700756211739287,0
bf831e321c0689e78d0b57ddeabeefb5.txt,1.0,1,336,0.8333333333333334,0.8333333333333334,0.0,0
8ca104b272651b17087239a0affb7d04.txt,1.0,1,366,0.8360655737704918,0.8333333333333334,0.00273224043715847,0
22f5726d72bb3fc4966be64da26fb37e.txt,1.0,1,1513,0.8122934567085262,0.8023793787177792,0.00991407799074686,0
4127aff5cec93bd25252911ffbbb8799.txt,1.0,1,586,0.8191126279863481,0.8122866894197952,0.006825938566552901,0
612dacc17553d83f77ce69724cdfe7e5.txt,1.0,1,383,0.8511749347258486,0.8511749347258486,0.0,0
b9f12b18797f8bb68c0e4d2a05ad9d92.pdf,3.0,1,2193,0.7601459188326494,0.7414500683994528,0.018695850433196534,3
b9f12b18797f8bb68c0e4d2a05ad9d92.pdf,3.0,2,2665,0.7827392120075047,0.7699812382739212,0.01275797373358349,3
b9f12b18797f8bb68c0e4d2a05ad9d92.pdf,3.0,3,1262,0.7646592709984152,0.7266244057052298,0.03803486529318542,2
0118a9090dee3aa27b30d3f0fb62ef8f.pdf,3.0,1,3413,0.7931438617052446,0.774099033108702,0.01904482859654263,4
0118a9090dee3aa27b30d3f0fb62ef8f.pdf,3.0,2,4011,0.7933183744702069,0.7783595113438045,0.014958863126402393,3
0118a9090dee3aa27b30d3f0fb62ef8f.pdf,3.0,3,1750,0.7811428571428571,0.7491428571428571,0.032,1
5ab1925c2d1f2d42af13fd16f5218769.pdf,3.0,1,2330,0.7836909871244635,0.7600858369098712,0.023605150214592276,3
5ab1925c2d1f2d42af13fd16f5218769.pdf,3.0,2,2890,0.7934256055363322,0.7750865051903114,0.01833910034602076,4
5ab1925c2d1f2d42af13fd16f5218769.pdf,3.0,3,2271,0.7837956847203875,0.7600176133861735,0.023778071334214,2
744ec981d5d0f304d715be47f360de0a.pdf,44.0,1,1615,0.7708978328173375,0.7058823529411765,0.06501547987616099,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,2,2370,0.7940928270042195,0.7738396624472574,0.020253164556962026,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,3,2700,0.7922222222222223,0.7811111111111111,0.011111111111111112,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,4,2313,0.7998270644185042,0.7890185905750108,0.010808473843493299,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,5,2446,0.7927228127555193,0.777596075224857,0.015126737530662305,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,6,2189,0.8003654636820466,0.7921425308359982,0.008222932846048425,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,7,2663,0.8028539241457003,0.7878332707472775,0.015020653398422831,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,8,2499,0.7999199679871949,0.7907162865146058,0.009203681472589036,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,9,2985,0.8040201005025126,0.792964824120603,0.011055276381909548,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,10,2296,0.7970383275261324,0.7831010452961672,0.013937282229965157,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,11,2821,0.7972350230414746,0.7904998227578873,0.00673520028358738,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,12,2293,0.7836894897514174,0.7745311818578282,0.009158307893589184,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,13,2803,0.803068141277203,0.7948626471637531,0.008205494113449875,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,14,2694,0.8084632516703786,0.8006681514476615,0.0077951002227171495,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,15,2397,0.805590321234877,0.7930746766791823,0.012515644555694618,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,16,3072,0.8053385416666666,0.7975260416666666,0.0078125,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,17,2491,0.7964672822159775,0.7711762344439984,0.025291047771979124,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,18,2456,0.7793159609120521,0.7699511400651465,0.009364820846905538,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,19,2473,0.7913465426607359,0.7844723008491711,0.006874241811564901,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,20,2668,0.8069715142428786,0.795352323838081,0.011619190404797601,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,21,2396,0.8030050083472454,0.7921535893155259,0.010851419031719533,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,22,2585,0.7794970986460348,0.7520309477756286,0.02746615087040619,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,23,2847,0.7903055848261328,0.771689497716895,0.018616087109237796,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,24,2676,0.7791479820627802,0.7556053811659192,0.023542600896860985,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,25,2828,0.8048090523338048,0.7970297029702971,0.007779349363507779,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,26,2117,0.7850732168162494,0.7746811525743977,0.010392064241851677,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,27,2349,0.7994891443167306,0.789272030651341,0.010217113665389528,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,28,2297,0.7792773182411842,0.7636047017849369,0.01567261645624728,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,29,2292,0.787521815008726,0.756108202443281,0.031413612565445025,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,30,2334,0.803770351328192,0.7913453299057412,0.012425021422450729,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,31,736,0.7785326086956522,0.7296195652173914,0.04891304347826087,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,32,892,0.7780269058295964,0.7208520179372198,0.05717488789237668,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,33,1641,0.7818403412553321,0.7440585009140768,0.037781840341255334,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,34,2067,0.7687469762941461,0.717948717948718,0.05079825834542816,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,35,1939,0.7622485817431666,0.7080969571944301,0.05415162454873646,0
744ec981d5d0f304d715be47f360de0a.pdf,44.0,36,1833,0.7741407528641571,0.723404255319149,0.05073649754500818,0
