trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,Context Relevance (Contextrelevance-Langfuse),mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,Answer Correctness - RAGAS,chrf_score,Groundedness (Faithfulness-RAGAS),Answer Relevance (Relevance-Langfuse)
057d422f7f497ece,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,"Oui, il existe un code d'honneur pour les étudiants en bachelor à l'EPFL. Il est mentionné dans le contexte fourni, notamment dans les chunks 1, 2, 3 et 4. Pour le consulter, vous pouvez vous référer à la charte éthique de l'EPFL disponible à l'adresse suivante: https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf. Le code d'honneur souligne les responsabilités éthiques des futurs ingénieurs, scientifiques et architectes EPFL et s'engage à contribuer au rayonnement de l'École et à la valeur des titres EPFL.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.757744646409863,0.48816029143898,0.95,0.47729396452570155,0.0,0.9
19b5901b3b450729,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?","Le contexte fourni ne contient pas d'informations spécifiques sur les procédures d'inscription pour passer en deuxième année de bachelor (BA2) à l'EPFL, notamment en ce qui concerne les critères de moyenne ou les démarches administratives. Il mentionne uniquement les conditions d'admission à l'EPFL (via des certificats étrangers, des diplômes de hautes écoles, etc.) et les étapes de formation (cycle propédeutique et cycle bachelor). Pour obtenir des informations précises sur votre situation, il serait nécessaire de consulter les règlements d'application de l'ordonnance sur le contrôle des études à l'EPFL (mentionnée dans le contexte) ou de contacter directement le service des admissions ou le secrétariat de votre section à l'EPFL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48009124736280573,0.4783783783783784,0.0,0.3097855365346884,1.0,0.8
1ad12b63f4996eb6,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Oui, les emprunts dans un travail écrit doivent être reconnaissables comme tels par une référence à la source, ce qui peut inclure une note en bas de page. Selon l'article 4 alinéa 2 de la directive concernant la citation et la référence des sources dans les travaux écrits rendus par les étudiants, tout emprunt doit être reconnaissable comme tel dans le travail écrit, par une référence à la source. De même, l'article 14 alinéa 2 de la directive pour l'intégrité dans la recherche et pour une bonne pratique scientifique à l'EPFL stipule que tout emprunt doit être reconnaissable comme tel dans le travail écrit, par une référence à la source.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.25691868759770936,0.047987616099071206,0.95,0.13472123402168218,0.75,1.0
3f5c348c2bc0b1ea,Puis-je être immatriculé dans deux universités en même temps?,"Non, selon l'article 4 alinéa 3 de l'ordonnance de la Direction de l'EPFL sur l'admission à l’École polytechnique fédérale de Lausanne, une personne qui demeure immatriculée dans une autre haute école n'est pas admissible à l'EPFL.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.1,0.7726028457039347,0.8787878787878788,1.0,0.29382659120483545,1.0,0.6
5e4ed2789e534c97,Est-ce qu'un doctorant peut racheter son ordinateur ?,"Non, le contexte fourni ne mentionne pas la possibilité pour un doctorant de racheter son ordinateur. Les articles mentionnés concernent principalement les rachats de prestations de prévoyance, la santé et sécurité au travail, ainsi que les directives concernant la formation doctorale, mais aucun ne traite de l'achat ou du rachat d'un ordinateur.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5683501326014909,0.9109195402298851,0.0,0.3469759744205566,1.0,0.9
621fbed8c34c2476,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,"Non, le contexte fourni ne mentionne pas que le COSEC est rattaché à la VPF (Vice-Présidence Formation) à l'EPFL. Les responsabilités et les tâches du COSEC sont décrites dans les directives concernant la santé et la sécurité au travail (DSST), mais aucune mention n'est faite d'un rattachement spécifique à la VPF.",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.4236691342746104,0.09841269841269841,0.0,0.2303406150032189,1.0,1.0
73513981c75679d6,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?","Non, en tant qu'étudiant, vous ne pouvez pas créer un site web pour votre association avec un nom de domaine externe (ex: monlabo.ch) au lieu d'un site epfl.ch. Selon l'article 7 de la directive, les associations étudiantes reconnues par l'EPFL doivent utiliser un nom de sous-domaine correspondant à leur acronyme sous le domaine epfl.ch. Les noms de domaine autres que ""epfl.ch"" sont réservés aux projets spécifiques répondant à des critères stricts (impliquant des participants externes, gérés par une unité de l'Ecole, et largement diffusés en dehors de l'EPFL), ou aux entreprises installées sur le campus. Les associations étudiantes ne sont pas mentionnées comme pouvant utiliser des noms de domaine externes.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.5265837692357224,0.2430167597765363,0.0,0.29806840441628457,1.0,1.0
a7f9c14379fa1bb4,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,"Le contexte fourni ne mentionne pas explicitement le droit aux vacances pour les employés de 60 ans. Cependant, selon l'article 17 du Règlement concernant la gestion du temps de travail (RGT) et l'article 51 de l'Ordonnance du Conseil des EPF sur le personnel du domaine des écoles polytechniques fédérales, les employés ont droit à 5 semaines de vacances par an, sauf pour les moins de 20 ans et les plus de 50 ans, qui ont droit à 6 semaines. Par conséquent, à partir de 60 ans, vous avez droit à 6 semaines de vacances par an.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.3046413828582992,0.01890359168241966,0.85,0.07096962045001022,0.5,0.6
be7a1538fddd754d,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""","La durée de la formation à l'EPFL dépend du cycle d'études choisi. Le cycle bachelor s'étend sur deux années d'études, mais peut être prolongé jusqu'à quatre ans après la réussite du cycle propédeutique. Le cycle master dure généralement une année pour 60 crédits ECTS ou une année et demie pour 90 crédits ECTS, avec une durée maximale de deux ou trois ans respectivement. Ainsi, la formation complète (bachelor + master) peut prendre entre trois et sept ans, selon le rythme de l'étudiant.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.842611166407097,0.8115702479338843,0.65,0.28417706440795726,1.0,1.0
c17d87343a93ad32,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,"Votre titre officiel est ""Bachelor of Science (BSc)"" dans le domaine d'études que vous avez choisi à l'EPFL.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.617629054208724,0.5118483412322274,1.0,0.1642125791496359,1.0,1.0
c469e47f634c0dc4,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,La réussite du cycle master est la condition pour entamer le projet de master.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.15,0.44808532356682,0.2805755395683453,0.0,0.10357498959338765,1.0,0.2
e0bb171ccf773c5e,Quels sont les membres qui composent la Direction de l'EPFL ?,Le contexte fourni ne contient pas d'informations spécifiques sur la composition de la Direction de l'EPFL.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.7216642670670836,0.8504672897196262,0.95,0.3364511509817711,1.0,1.0
ed145da7280f0b8e,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,"Non, les décisions de la Commission ou d’un jury spécifique doivent être notifiées formellement au candidat par le biais d'une lettre ou d’un email de décision. (Contexte: [Chunk 1])",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.33492031386616317,0.13186813186813187,0.0,0.11312115370577681,1.0,1.0
