trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
0976bbde7f35aef3,Puis-je être immatriculé dans deux universités en même temps?,Le contexte fourni ne contient pas d'informations sur la possibilité d'être immatriculé dans deux universités en même temps.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7620520073970067,0.6108374384236454,0.35465634474749097
28a7c2b232c57151,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,Le contexte fourni ne mentionne pas explicitement le titre officiel attribué après l'obtention d'un bachelor à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397927728533132,0.5592417061611374,0.1901248074168022
340ad3eb643c6750,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,"Oui, il existe un code d'honneur pour les étudiants en bachelor à l'EPFL. Il est mentionné dans le contexte fourni sous le titre ""Honour Code"". Pour le consulter, vous pouvez suivre le lien vers la Charte d'éthique de l'EPFL disponible à l'adresse suivante: https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Charte-ethique-de-lEFPL.pdf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019918880018917,0.7701149425287356,0.5160707857431835
6af32d2fb89105a4,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",Le contexte fourni ne contient pas d'informations sur la durée des formations à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005377174331222,0.14380165289256197,0.06800378439724612
79873bc9a9231e05,Quels sont les membres qui composent la Direction de l'EPFL ?,La Présidente : Anna Fontcuberta i Morral et La Directrice des Affaires juridiques : Françoise Chardonnens.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4917634525134809,0.8504672897196262,0.2589389048111802
82715f2d5ab82b51,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?","Le contexte fourni ne contient pas d'informations spécifiques concernant les règles ou les contraintes relatives à la création de sites web pour les associations étudiantes à l'EPFL, ni sur l'utilisation de noms de domaine externes. Par conséquent, je ne peux pas répondre à cette question en me basant uniquement sur le contexte fourni.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44737928613378763,0.516320474777448,0.2489492883581497
88adb820fdc8876e,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Le contexte fourni ne contient pas d'informations spécifiques sur les exigences concernant les emprunts dans un travail écrit ou l'utilisation de notes en bas de page. Par conséquent, je ne peux pas répondre à cette question en me basant uniquement sur le contexte donné.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26281478877128905,0.11439114391143912,0.20567446872336903
8a58f85f74bb84b1,Est-ce qu'un doctorant peut racheter son ordinateur ?,Le contexte fourni ne contient pas d'informations sur la possibilité pour un doctorant de racheter son ordinateur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702983904424809,0.35962145110410093,0.20579250947057626
9f03b9947ac976c1,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?","Le contexte fourni ne contient pas d'informations sur les procédures d'inscription en deuxième année de bachelor (BA2) pour les étudiants ayant obtenu une moyenne de 3,49 au semestre. Il est recommandé de consulter le site web de l'EPFL ou de contacter le service des affaires étudiantes pour obtenir des informations précises sur les critères d'admission et les démarches à suivre.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5728317244556909,0.9267015706806283,0.3581787318145739
aae62c943336848d,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,Le contexte fourni ne contient pas d'informations spécifiques sur les conditions de réussite pour un bloc au niveau master à l'EPFL.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.05,0.5794227936449192,0.4748201438848921,0.1676822738340701
b74a19afd666acdf,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,"Le contexte fourni ne contient pas d'informations sur les droits aux vacances des employés de l'EPFL, en particulier pour les employés de plus de 60 ans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37121404766896077,0.06535947712418301,0.08809485490659172
def43c8a8caac5a2,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,Le contexte fourni ne contient pas d'informations sur la Commission des prix de la recherche ou sur la notification formelle des décisions par lettre recommandée.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4509171326621201,0.14814814814814814,0.25505206001909364
f1c9ec36220aec57,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,Le contexte fourni ne contient aucune information sur le COSEC ou son rattachement à la VPF à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6331652557473024,0.3069306930693069,0.26976636989424296
