trace_id,question,generated_answer,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
05cabb1e04edd788,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?",Le contexte fourni ne contient pas d'informations spécifiques concernant les règles ou contraintes relatives à la création de sites web pour les associations étudiantes ou au choix des noms de domaine externes. Il n'y a donc pas de réponse claire à votre question dans les documents fournis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435045712081484,0.5979381443298969,0.2773772047407372
0a0d015917658a29,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,Le contexte fourni ne contient pas d'informations sur un code d'honneur pour les étudiants en bachelor à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6356932895842711,0.417910447761194,0.15665999360315677
24e9ffb511e1d23f,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,Le contexte fourni ne contient pas d'informations sur le COSEC ou son rattachement à la VPF à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232879613480835,0.3069306930693069,0.30277781390596564
2d274b573eed2578,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?","Le contexte fourni ne contient pas d'informations spécifiques sur les critères d'admission en deuxième année de bachelor (BA2) à l'EPFL. Il mentionne uniquement la promotion des filières de Master pour les étudiants ayant obtenu leur Bachelor au meilleur niveau (Article 7 de la Directive sur la mobilité à l'EPFL). Pour des informations précises sur les conditions d'inscription en BA2, il est recommandé de consulter les règlements académiques de l'EPFL ou de contacter le service des affaires étudiantes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046299744239745,0.6982248520710059,0.32700739657804734
48b2b5a525d8cf17,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,Le contexte fourni ne contient pas d'informations spécifiques sur les conditions de réussite pour un bloc au niveau master à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5794227936449192,0.4748201438848921,0.1676822738340701
50afa811a47d87be,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,Le contexte fourni ne mentionne pas explicitement le titre officiel attribué après l'obtention d'un bachelor à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397927728533132,0.5592417061611374,0.1901248074168022
59d3c1c80f9636ea,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,"Le contexte fourni ne contient aucune information sur les emprunts dans un travail écrit ou sur l'utilisation de notes en bas de page. Par conséquent, je ne peux pas répondre à cette question en me basant uniquement sur le contexte donné.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28972080101499587,0.13025210084033614,0.2204264181608252
5bfaeb370dae759c,Est-ce qu'un doctorant peut racheter son ordinateur ?,Le contexte fourni ne contient pas d'informations spécifiques sur la possibilité pour un doctorant de racheter son ordinateur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7245419687555479,0.39747634069400634,0.21810345530473313
77815f831eae12a5,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",Le contexte fourni ne contient pas d'informations sur la durée des formations à l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005377174331222,0.14380165289256197,0.06800378439724612
925b48d5a7544729,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,"Non, le contexte fourni ne mentionne pas de telles procédures.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384471306802022,0.3870967741935484,0.15417058933903086
c016e3ba6b8f0d22,Puis-je être immatriculé dans deux universités en même temps?,Le contexte fourni ne contient pas d'informations spécifiques sur la possibilité d'être immatriculé dans deux universités en même temps.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580070295475526,0.6699507389162561,0.3590537189875828
e4a9822ba32c76cc,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,"Le contexte fourni ne contient pas d'informations sur le nombre de semaines de vacances par an pour les employés de l'EPFL, en particulier à partir de 60 ans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122409574098054,0.06329113924050633,0.18202831733693894
f9eb62b989f07d5d,Quels sont les membres qui composent la Direction de l'EPFL ?,Le contexte fourni ne mentionne pas les membres qui composent la Direction de l'EPFL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931297204461764,0.9340659340659341,0.3523248519025175
