trace_id,question,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_10,hit_at_15,hit_at_20,mrr_doc,ratio_correct_docs,semantic_similarity,len_answers_quality,chrf_score
0864ae0379a3e8bc,Est-ce que le COSEC est rattaché à la VPF à l'EPFL ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.44919870370577375,0.1103202846975089,0.23359450128212755
86b2bb59411c8dbf,A combien de semaines de vacances par an ai-je le droit à partir de 60 ans en tant qu'employé à l'EPFL ?,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.39561455022535974,0.03225806451612903,0.10059276305052489
90ab6cf9b62b2a5a,Les emprunts dans un travail écrit doivent-ils être reconnaissable via une note en bas de page ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.25163349441131966,0.06019417475728155,0.17065716736730713
9afabe1c352c3ca2,"J'envisage de commencer mes études à l'EPFL. ""Combien d'années faut-il compter pour faire sa formation à l'EPFL ?""",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.630143121978838,0.9950657894736842,0.3314624198739394
9dce8e3366585486,Quelles sont les conditons de réussite pour un bloc au niveau master à l'EPFL ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5794227936449192,0.4748201438848921,0.1676822738340701
9e0d224651b38151,Puis-je être immatriculé dans deux universités en même temps?,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.05,0.7589530731493164,0.5960591133004927,0.36028382240632995
aa246c19cdec9db6,"En tant qu’étudiant, puis-je créer un site web pour mon association avec un nom de domaine externe (ex: monlabo.ch) au lieu d’un site epfl.ch ? Est-ce que j'ai des contraintes à respecter concernant le choix du nom de domaine ?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.656372132211868,0.19683257918552036,0.3287340583571757
b32212bc891032ba,"Je suis en première année de bachelor et j'ai obtenu la moyenne de 3,49 au semestre. Comment m'inscrire en BA2?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482650604171504,0.6495412844036698,0.30615149621346716
baea9c8fcd9b478a,Est-ce qu'un doctorant peut racheter son ordinateur ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.690759360661005,0.38170347003154576,0.21026675846329596
bd62ab986476f814,Je viens d'obtenir mon bachelor à l'EPFL. Quel est mon titre officiel ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.68603439177187,0.8293838862559242,0.4284782792499671
c3cefbad59069713,Est-ce qu'une décision de la Commission des prix de la recherche ou d’un jury spécifique doit être notifiées formellement au candidat par le biais d'une lettre recommandée ?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.3527601904601941,0.2727272727272727,0.1227845725036014
c4d34c5dd8141d37,Existe-t-il un code d'honneur pour les étudiants en bachelor et où puis-je le trouver?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.7998896784104824,0.6979166666666666,0.3342535795612732
ffc6a2c097e53ddf,Quels sont les membres qui composent la Direction de l'EPFL ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701695025561538,0.21016166281755197,0.30418165290985894
